"IATACode","country","fullName","latitude","longitude","airportName","units","source"
"PBN","Angola","Porto Amboim","-10.72","13.77","Porto Amboim [PBN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PBU","Myanmar (Burma)","Putao","27.33","97.43","Putao [PBU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PCA","Mexico","Ingeniero Juan Guillermo Villasana","20.08","-98.78","Pachuca [PCA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PCB","Indonesia","Pondok Cabe","-6.34","106.76","Jakarta [PCB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PCL","Peru","Cap Fap David Avenzur Rengifo","-8.38","-74.57","Pucallpa [PCL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PCP","Sao Tome and Principe","Principe","1.66","7.41","Principe [PCP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PCR","Colombia","Puerto Carreno","6.18","-67.49","Puerto Carreno [PCR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PDG","Indonesia","Tabing","-0.88","100.35","Padang [PDG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PDL","Azores","Ponta Delgada","37.74","-25.7","Sao Miguel Island [PDL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PDP","Uruguay","El Jaguel International","-34.91","-54.92","Punta Del Este [PDP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PDS","Mexico","Piedras Negras International","28.63","-100.54","Piedras Negras [PDS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PDU","Uruguay","Tydeo Larre Borges International","-32.37","-58.06","Paysandu [PDU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PDV","Bulgaria","Plovdiv","42.07","24.85","Plovdiv [PDV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PDX","United States","Portland International","45.59","-122.6","Portland [PDX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PED","Czech Republic","Pardubice","50.01","15.74","Pardubice [PED]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PEE","Russia","Bolshoye Savino","57.92","56.03","Perm [PEE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PEG","Italy","Perugia","43.1","12.51","Perugia [PEG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PEI","Colombia","Matecana","4.81","-75.74","Pereira [PEI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PEK","China","Capital","40.08","116.58","Beijing [PEK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PEM","Peru","Padre Aldamiz","-12.61","-69.23","Puerto Maldonado [PEM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PEN","Malaysia","Penang International","5.3","100.28","Penang [PEN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PER","Australia","Perth International","-31.94","115.97","Perth [PER]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PET","Brazil","Pelotas","-31.72","-52.33","Pelotas [PET]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PEU","Honduras","Puerto Lempira","15.26","-83.78","Puerto Lempira [PEU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PEW","Pakistan","Peshawar","33.99","71.51","Peshawar [PEW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PEZ","Russia","Pleasanton Municipal","28.95","-98.52","Penza [PEZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PFB","Brazil","Lauro Kurtz","-28.24","-52.33","Passo Fundo [PFB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PFJ","Iceland","Patreksfjordur","65.56","-23.97","Patreksfjordur [PFJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PFO","Cyprus","Paphos International","34.72","32.49","Paphos [PFO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PGF","France","Rivesaltes","42.74","2.87","Perpignan [PGF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PGH","India","Pantnagar","29.03","79.47","Nainital [PGH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PGI","Angola","Chitato","-7.36","20.8","Chitato [PGI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PGK","Indonesia","Depati Amir","-2.16","106.14","Pangkal Pinang [PGK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PGX","France","Bassillac","45.2","0.82","Perigueux [PGX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PHC","Nigeria","Port Harcourt International","5.02","6.95","Port Hartcourt [PHC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PHE","Australia","Port Hedland International","-20.38","118.63","Port Hedland [PHE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PHF","United States","Newport News Williamsburg International","37.13","-76.49","Newport News [PHF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PHL","United States","Philadelphia International","39.87","-75.24","Philadelphia [PHL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PHN","United States","St Clair County International","42.91","-82.53","Port Huron [PHN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PHS","Thailand","Phitsanulok","16.78","100.28","Phitsanulok [PHS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PHW","South Africa","Phalaborwa","-23.94","31.16","Phalaborwa [PHW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PHX","United States","Phoenix Sky Harbor International","33.43","-112.01","Phoenix [PHX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PIE","United States","St Petersburg Clearwater International","27.91","-82.69","St. Petersburg [PIE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PIF","Taiwan","Pingtung South","22.67","120.46","Pingtung [PIF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PIK","United Kingdom","Prestwick","55.51","-4.59","Prestwick [PIK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PIO","Peru","Pisco","-13.74","-76.22","Pisco [PIO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PIR","United States","Pierre Regional Airport","44.38","-100.29","Pierre [PIR]","degrees N and E","amee/defra 2008"
"PIS","France","Biard","46.59","0.31","Poitiers [PIS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PIT","United States","Pittsburgh International","40.49","-80.23","Pittsburgh (Pennsylva) [PIT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PIU","Peru","Capitan Concha","-5.21","-80.62","Piura [PIU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PIX","Azores","Pico","38.55","-28.44","Pico Island [PIX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PIZ","United States","Point Lay Lrrs","69.73","-163.01","Point Lay [PIZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PJG","Pakistan","Panjgur","26.95","64.13","Panjgur [PJG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PKC","Russia","Yelizovo","53.17","158.45","Petropavlovsk [PKC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PKN","Indonesia","Iskandar","-2.71","111.67","Pangkalan Bun [PKN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PKO","Benin","Parakou","9.36","2.61","Parakou [PKO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PKP","French Polynesia","Puka Puka","-14.81","-138.81","Puka Puka [PKP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PKR","Nepal","Pokhara","28.2","83.98","Pokhara [PKR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PKU","Indonesia","Sultan Syarif Kasim Ii","0.46","101.44","Pekanbaru [PKU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PKW","Botswana","Selebi Phikwe","-22.06","27.83","Selebi-Phikwe [PKW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PKY","Indonesia","Tjilik Riwut","-2.23","113.94","Palangkaraya [PKY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PKZ","Laos","Pakse","15.13","105.78","Pakse [PKZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PLF","Chad","Pala","9.38","14.93","Pala [PLF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PLH","United Kingdom","Plymouth","50.42","-4.11","Plymouth [PLH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PLM","Indonesia","Sultan Mahmud Badaruddin Ii","-2.9","104.7","Palembang [PLM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PLS","Turks and Caicos","Providenciales","21.77","-72.27","Providenciales [PLS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PLU","Brazil","Pampulha","-19.85","-43.95","Belo Horizonte [PLU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PLW","Indonesia","Mutiara","-0.92","119.91","Palu [PLW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PLX","Kazakhstan","Semipalatinsk","50.35","80.23","Semiplatinsk [PLX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PLZ","South Africa","Port Elizabeth","-33.98","25.62","Port Elizabeth [PLZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PMA","Tanzania","Pemba","-5.26","39.81","Pemba [PMA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PMC","Chile","El Tepual International","-41.44","-73.09","Puerto Montt [PMC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PMD","United States","Palmdale Prod Flt Test Instl Af Plt 42","34.63","-118.08","Palmdale [PMD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PMF","Italy","Parma","44.82","10.3","Parma [PMF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PMG","Brazil","Ponta Pora","-22.55","-55.7","Ponta Pora [PMG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PMI","Spain","Palma De Mallorca","39.55","2.73","Palma De Mallorca [PMI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PML","United States","Platinum","59.01","-161.82","Port Moller [PML]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PMO","Italy","Palermo","38.18","13.09","Palermo [PMO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PMR","New Zealand","Palmerston North","-40.32","175.62","Palmerston North [PMR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PMS","Syria","Palmyra","34.56","38.32","Palmyra [PMS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PMV","Venezuela","Del Caribe International Gen Santago Marino","10.91","-63.97","Porlamar [PMV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PMY","Argentina","El Tehuelche","-42.76","-65.1","Puerto Madryn [PMY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PMZ","Costa Rica","Palmar Sur","8.95","-83.47","Palmar Sur [PMZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PNA","Spain","Pamplona","42.77","-1.65","Pamplona [PNA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PNB","Brazil","Porto Nacional","-10.72","-48.4","Porto Nacional [PNB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PNC","United States","Ponca City Municipal","36.73","-97.1","Ponca City [PNC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PNE","United States","Northeast Philadelphia","40.08","-75.01","Philadelphia [PNE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PNH","Cambodia","Pochentong International","11.55","104.84","Phnom-Penh [PNH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PNI","Micronesia","Palikir/Pohnpei International","6.99","158.21","Pohnpei [PNI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PNK","Indonesia","Supadio","-0.15","109.4","Pontianak [PNK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PNL","Italy","Pantelleria","36.82","11.97","Pantelleria [PNL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PNM","United States","Princeton Municipal","45.56","-93.61","Princeton [PNM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PNQ","India","Pune","18.58","73.92","Pune [PNQ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PNR","Congo","Pointe Noire","-4.81","11.89","Pointe-Noire [PNR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PNS","United States","Pensacola Regional","30.47","-87.19","Pensacola [PNS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PNZ","Brazil","Petrolina","-9.36","-40.56","Petrolina [PNZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"POA","Brazil","Salgado Filho","-29.99","-51.17","Porto Alegre [POA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"POB","United States","Pope Air Force Base","35.17","-79.01","Fayetteville [POB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"POE","United States","Polk Army Air Field","31.04","-93.19","Fort Polk [POE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"POG","Gabon","Port Gentil","-0.71","8.75","Port Gentil [POG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"POI","Bolivia","Capitan Nicolas Rojas","-19.54","-65.72","Potosi [POI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"POL","Mozambique","Pemba","-12.99","40.52","Pemba [POL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"POM","Papua New Guinea","Port Moresby Jacksons International","-9.44","147.22","Port Moresby [POM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"POO","Brazil","Pocos De Caldas","-21.84","-46.57","Pocos De Caldas [POO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"POP","Dominican Republic","Gregorio Luperon International","19.76","-70.57","Puerto Plata [POP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"POR","Finland","Pori","61.46","21.8","Pori [POR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"POS","Trinidad and Tobago","Piarco","10.6","-61.34","Port-Of-Spain [POS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"POT","Jamaica","Ken Jones","18.2","-76.53","Port Antonio [POT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"POW","Slovenia","Portoroz","45.47","13.61","Portoroz [POW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"POX","France","Cormeilles En Vexin","49.1","2.04","Pontoise [POX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"POZ","Poland","Lawica","52.42","16.83","Poznan [POZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PPB","Brazil","Presidente Prudente","-22.18","-51.42","President Prudente [PPB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PPE","Mexico","Punta Penasco","31.35","-113.53","Punta Penasco [PPE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PPG","American Samoa","Pago Pago International","-14.33","-170.71","Pago Pago [PPG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PPN","Colombia","Guillermo Leon Valencia","2.45","-76.61","Popayan [PPN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PPP","Australia","Proserpine Whitsunday Coast","-20.5","148.55","Prosserpine [PPP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"PPQ","New Zealand","Paraparaumu","-40.9","174.99","Paraparaumu [PPQ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
