manufacturer,model,description,transmission,engineCapacity,fuelType,kgCO2PerKm,source,algorithm
RENAULT,Laguna II Ph 2 Sport Tourer,2.2 dCi 140,M5,2188,Diesel,0.206,http://www.vcacarfueldata.org.uk/downloads/latest.asp 19 January 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Sport Tourer,175 dCi GT ,M6,1995,Diesel,0.167,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 June 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Sport Tourer,2.0 VVT 135,M5,1998,Petrol,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Sport Tourer,2.0 VVT 135,A4,1998,Petrol,0.208,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Sport Tourer,2.0 Turbo 16V  ,M6,1998,Petrol,0.200,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Sport Tourer,2.0 Turbo 16V,A5,1998,Petrol,0.218,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Sport Tourer,205 16V Turbo ,M6,1998,Petrol,0.203,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
RENAULT,Laguna II Ph 2 Sport Tourer,V6 24V,A5,2496,Petrol,0.244,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
RENAULT,Mégane Coupé-Cabriolet,1.9 dCi 130,M6,1870,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Mégane Coupé-Cabriolet,1.9 dCi 130,A4,1870,Diesel,0.180,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 May 2006,1.15*value*user_distance_km
RENAULT,Mégane Coupé-Cabriolet,2.0 dCi 150,M6,1995,Diesel,0.151,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
RENAULT,Mégane Coupé-Cabriolet,1.5 dCi,M6,1461,Diesel,0.133,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 October 2006,1.15*value*user_distance_km
RENAULT,Mégane Coupé-Cabriolet,1.6 VVT 111,A4,1598,Petrol,0.187,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
RENAULT,Mégane Coupé-Cabriolet,1.6 16v,M5,1598,Petrol,0.166,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
RENAULT,Mégane Coupé-Cabriolet,2.0 VVT 136,M6,1998,Petrol,0.196,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
RENAULT,Mégane Coupé-Cabriolet,2.0 VVT 136,A4,1989,Petrol,0.201,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
RENAULT,Mégane Coupé-Cabriolet,2.0 Turbo 165,M6,1998,Petrol,0.191,http://www.vcacarfueldata.org.uk/downloads/latest.asp 07 July 2006,1.15*value*user_distance_km
RENAULT,Mégane Hatchback / Sport Hatchback,1.5 dCi 86,M5,1461,Diesel,0.120,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Mégane Hatchback / Sport Hatchback,1.5 dCi 106 ,M6,1461,Diesel,0.120,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Mégane Hatchback / Sport Hatchback,1.5 dCi 106 (w/sunroof),M6,1461,Diesel,0.124,http://www.vcacarfueldata.org.uk/downloads/latest.asp 20 October 2006,1.15*value*user_distance_km
RENAULT,Mégane Hatchback / Sport Hatchback,1.9 dCi 130,M6,1870,Diesel,0.148,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 August 2005,1.15*value*user_distance_km
RENAULT,Mégane Hatchback / Sport Hatchback,1.9 dCi 130,A4,1870,Diesel,0.145,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 May 2006,1.15*value*user_distance_km
RENAULT,Mégane Hatchback / Sport Hatchback,2.0 dCi 150,M6,1995,Diesel,0.146,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 May 2006,1.15*value*user_distance_km
RENAULT,Mégane Hatchback / Sport Hatchback,1.4 16V,M5,1390,Petrol,0.165,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 August 2005,1.15*value*user_distance_km
RENAULT,Mégane Hatchback / Sport Hatchback,1.6 16V,M5,1598,Petrol,0.164,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
RENAULT,Mégane Hatchback / Sport Hatchback,1.6 VVT 111 ,A4,1598,Petrol,0.184,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Mégane Hatchback / Sport Hatchback,2.0 VVT 136,M6,1998,Petrol,0.191,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Mégane Hatchback / Sport Hatchback,2.0 VVT 136,A4,1998,Petrol,0.201,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Mégane Hatchback / Sport Hatchback,2.0 T 165 ,M6,1989,Petrol,0.184,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 August 2005,1.15*value*user_distance_km
RENAULT,Mégane Renaultsport,2.0 225,M6,1998,Petrol,0.200,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 January 2007,1.15*value*user_distance_km
RENAULT,Mégane Renaultsport,RS 230 F1 TEAM R26,M6,1998,Petrol,0.200,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 January 2007,1.15*value*user_distance_km
RENAULT,Mégane Sport Saloon,1.5 dCi 86,M5,1461,Diesel,0.125,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Mégane Sport Saloon,1.5 dCi 106,M6,1461,Diesel,0.124,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 August 2005,1.15*value*user_distance_km
RENAULT,Mégane Sport Saloon,1.9 dCi 130,M6,1870,Diesel,0.148,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 August 2005,1.15*value*user_distance_km
RENAULT,Mégane Sport Saloon,1.9 dCi 130,A4,1870,Diesel,0.175,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 May 2006,1.15*value*user_distance_km
RENAULT,Mégane Sport Saloon,2.0 dCi 150,M6,1995,Diesel,0.146,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
RENAULT,Mégane Sport Saloon,1.4 16V 100,M5,1390,Petrol,0.165,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
RENAULT,Mégane Sport Saloon,1.6 VVT 111,M5,1598,Petrol,0.164,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Mégane Sport Saloon,1.6 VVT 111,A4,1598,Petrol,0.184,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Mégane Sport Saloon,2.0 VVT 136,M6,1998,Petrol,0.191,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 February 2006,1.15*value*user_distance_km
RENAULT,Mégane Sport Saloon,2.0 VVT,A4,1998,Petrol,0.201,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
RENAULT,Mégane Sport Tourer,1.5 dCi 86,M5,1461,Diesel,0.125,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Mégane Sport Tourer,1.5 dCi 106,M6,1461,Diesel,0.124,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 August 2005,1.15*value*user_distance_km
RENAULT,Mégane Sport Tourer,1.9 dCi 130,M6,1870,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 August 2005,1.15*value*user_distance_km
RENAULT,Mégane Sport Tourer,1.9 dCi 130,A4,1870,Diesel,0.175,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 May 2006,1.15*value*user_distance_km
RENAULT,Mégane Sport Tourer,2.0 dCi 150,M6,1995,Diesel,0.146,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 May 2006,1.15*value*user_distance_km
RENAULT,Mégane Sport Tourer,1.4 16V 100,M5,1390,Petrol,0.166,http://www.vcacarfueldata.org.uk/downloads/latest.asp 07 September 2006,1.15*value*user_distance_km
RENAULT,Mégane Sport Tourer,1.6 VVT 111,M5,1598,Petrol,0.166,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Mégane Sport Tourer,1.6 VVT 111,A4,1598,Petrol,0.184,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Mégane Sport Tourer,2.0 VVT 136,M6,1998,Petrol,0.191,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Mégane Sport Tourer,2.0 VVT 136,A4,1998,Petrol,0.201,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Modus,1.5 dCi 68,M5,1461,Diesel,0.125,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
RENAULT,Modus,1.5 dCi 86,M5,1461,Diesel,0.120,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
RENAULT,Modus,1.5 dCi 86,A5,1461,Diesel,0.119,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
RENAULT,Modus,1.5 dCi 106,M6,1461,Diesel,0.124,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
RENAULT,Modus,1.2 16V,M5,1149,Petrol,0.140,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Modus,1.4 16V 98 (JP0J05),M5,1390,Petrol,0.161,http://www.vcacarfueldata.org.uk/downloads/latest.asp 14 February 2007,1.15*value*user_distance_km
RENAULT,Modus,1.4 16V,M5,1390,Petrol,0.160,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Modus,1.6 16V 111,M5,1598,Petrol,0.163,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 August 2005,1.15*value*user_distance_km
RENAULT,Modus,1.6 16V 111,A5,1598,Petrol,0.185,http://www.vcacarfueldata.org.uk/downloads/latest.asp 07 July 2006,1.15*value*user_distance_km
RENAULT,Scénic,1.5 dCi 86,M5,1461,Diesel,0.137,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 August 2005,1.15*value*user_distance_km
RENAULT,Scénic,1.5 dCi 106,M6,1461,Diesel,0.138,http://www.vcacarfueldata.org.uk/downloads/latest.asp 09 August 2005,1.15*value*user_distance_km
RENAULT,Scénic,1.9 dCi 130,M6,1870,Diesel,0.159,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Scénic,1.9 dCi 130 FAP auto,A4,1870,Diesel,0.159,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
RENAULT,Scénic,2.0 dCi 150 FAP,A6,1995,Diesel,0.186,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
RENAULT,Scénic,2.0 dCi 150,M6,1995,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
RENAULT,Scénic,1.4 16V 100 ,M5,1390,Petrol,0.173,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Scénic,1.6 VVT 111 6 speed,M6,1598,Petrol,0.182,http://www.vcacarfueldata.org.uk/downloads/latest.asp 15 January 2007,1.15*value*user_distance_km
RENAULT,Scénic,1.6 VVT 111 Auto,A4,1598,Petrol,0.191,http://www.vcacarfueldata.org.uk/downloads/latest.asp 07 July 2006,1.15*value*user_distance_km
RENAULT,Scénic,2.0 VVT 136,M6,1998,Petrol,0.192,http://www.vcacarfueldata.org.uk/downloads/latest.asp 12 January 2006,1.15*value*user_distance_km
RENAULT,Scénic,2.0 VVT 136,A5,1998,Petrol,0.205,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 February 2006,1.15*value*user_distance_km
RENAULT,Scénic,1.4 16V with A/C,M5,1390,Petrol,0.176,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
RENAULT,Scénic,1.4 16V with A/C,M5,1390,Petrol,0.176,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
ROLLS-ROYCE,Phantom,Rolls-Royce Phantom,A6,6749,Petrol,0.377,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 January 2007,1.15*value*user_distance_km
ROLLS-ROYCE,Phantom EWB,Rolls-Royce Phantom EWB,A6,6749,Petrol,0.380,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 January 2007,1.15*value*user_distance_km
SAAB,9-3 MY2006 2 Door Convertible,1.9 TIDS Turbo Diesel,M6,1910,Diesel,0.169,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 2 Door Convertible,1.9 TIDS Turbo Diesel,A6,1910,Diesel,0.199,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 2 Door Convertible,2.0 LPT Turbo MFI,M5,1998,Petrol,0.206,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 2 Door Convertible,2.0 LPT Turbo MFI,A5,1998,Petrol,0.233,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 2 Door Convertible,2.0 Turbo MFI,M5,1998,Petrol,0.212,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 2 Door Convertible,2.0 Turbo MFI,A5,1998,Petrol,0.232,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 2 Door Convertible,2.0 TS Turbo MFI,M5,1998,Petrol,0.218,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 2 Door Convertible,2.0 TS Turbo MFI,M6,1998,Petrol,0.213,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 2 Door Convertible,2.0 TS Turbo MFI,A5,1998,Petrol,0.235,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 2 Door Convertible,2.8 V6 Turbo MFI,M6,2792,Petrol,0.254,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 2 Door Convertible,2.8 V6 Turbo MFI,A6,2792,Petrol,0.266,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 2 Door Convertible,2.8 TS V6 Turbo MFI,M6,2792,Petrol,0.254,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 2 Door Convertible,2.8 TS V6 Turbo MFI,A6,2792,Petrol,0.266,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 4 Door Saloon,1.9 TID (120 bhp),M6,1910,Diesel,0.147,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 4 Door Saloon,1.9 TIDS,A6,1910,Diesel,0.189,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 4 Door Saloon,1.9 TIDS (150 bhp),M6,1910,Diesel,0.157,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 4 Door Saloon,1.8i,M5,1796,Petrol,0.183,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 4 Door Saloon,2.0 LPT,M5,1998,Petrol,0.183,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 4 Door Saloon,2.0 LPT,A5,1998,Petrol,0.205,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 4 Door Saloon,2.0 T,M5,1998,Petrol,0.181,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 4 Door Saloon,2.0 T,A5,1998,Petrol,0.216,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 4 Door Saloon,2.0 TS,M5,1998,Petrol,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 4 Door Saloon,2.0 TS,M6,1998,Petrol,0.202,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 4 Door Saloon,2.0 TS,A5,1998,Petrol,0.218,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 4 Door Saloon,2.8 T,M6,2792,Petrol,0.245,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 4 Door Saloon,2.8 T,A6,2792,Petrol,0.259,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 4 Door Saloon,2.8 TS,M6,2792,Petrol,0.245,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 4 Door Saloon,2.8 TS,A6,2792,Petrol,0.259,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 5 Door Estate,1.9 TID (120 bhp),M6,1910,Diesel,0.149,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 5 Door Estate,1.9 TIDS,A6,1910,Diesel,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 5 Door Estate,1.9 TIDS (150 bhp),M6,1910,Diesel,0.159,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 5 Door Estate,1.8i,M5,1796,Petrol,0.185,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 5 Door Estate,2.0 LPT,M5,1998,Petrol,0.189,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 5 Door Estate,2.0 LPT,A5,1998,Petrol,0.221,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 5 Door Estate,2.0 T,M5,1998,Petrol,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 5 Door Estate,2.0 T,A5,1998,Petrol,0.230,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 5 Door Estate,2.0 TS,M6,1998,Petrol,0.210,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 5 Door Estate,2.0 TS,M5,1998,Petrol,0.202,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 5 Door Estate,2.0 TS,A5,1998,Petrol,0.235,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 5 Door Estate,2.8 T,M6,2792,Petrol,0.250,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 5 Door Estate,2.8 T,A6,2792,Petrol,0.264,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 5 Door Estate,2.8 TS,M6,2792,Petrol,0.250,http://www.vcacarfueldata.org.uk/downloads/latest.asp 21 March 2006,1.15*value*user_distance_km
SAAB,9-3 MY2006 5 Door Estate,2.8 TS,A6,2792,Petrol,0.264,http://www.vcacarfueldata.org.uk/downloads/latest.asp 07 September 2006,1.15*value*user_distance_km
SAAB,9-3 MY2007 2 Door Convertible,1.9 TiDS,M6,1910,Diesel,0.169,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2006,1.15*value*user_distance_km
SAAB,9-3 MY2007 2 Door Convertible,1.9 TiDS,A6,1910,Diesel,0.199,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2006,1.15*value*user_distance_km
SAAB,9-3 MY2007 2 Door Convertible,2.0 LPT (1.8t 150 bhp),M5,1998,Petrol,0.206,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 November 2006,1.15*value*user_distance_km
SAAB,9-3 MY2007 2 Door Convertible,2.0 LPT (1.8t 150 bhp),A5,1998,Petrol,0.233,http://www.vcacarfueldata.org.uk/downloads/latest.asp 30 November 2006,1.15*value*user_distance_km
SAAB,9-3 MY2007 2 Door Convertible,2.0 T,M6,1998,Petrol,0.203,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2006,1.15*value*user_distance_km
SAAB,9-3 MY2007 2 Door Convertible,2.0 T,A5,1998,Petrol,0.232,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2006,1.15*value*user_distance_km
SAAB,9-3 MY2007 2 Door Convertible,2.0 TS,M6,1998,Petrol,0.213,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2006,1.15*value*user_distance_km
SAAB,9-3 MY2007 2 Door Convertible,2.0 TS,A5,1998,Petrol,0.235,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2006,1.15*value*user_distance_km
SAAB,9-3 MY2007 2 Door Convertible,2.8 TS,M6,2792,Petrol,0.254,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2006,1.15*value*user_distance_km
SAAB,9-3 MY2007 2 Door Convertible,2.8 TS,A6,2792,Petrol,0.266,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2006,1.15*value*user_distance_km
SAAB,9-3 MY2007 4 Door Saloon,1.9 TiDS,M6,1910,Diesel,0.157,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2006,1.15*value*user_distance_km
SAAB,9-3 MY2007 4 Door Saloon,1.9 TiDS,A6,1910,Diesel,0.189,http://www.vcacarfueldata.org.uk/downloads/latest.asp 03 October 2006,1.15*value*user_distance_km
